fixture_id,league_id,league_name,season,date,status_short,status_long,home_id,home,away_id,away,goals_home,goals_away,result,sport_key,home_norm,away_norm
1388308,78,Bundesliga,2025,2025-08-22 18:30:00+00:00,FT,Match Finished,157,Bayern München,173,RB Leipzig,6.0,0.0,H,soccer_germany_bundesliga,bayern münchen,rb leipzig
1388312,78,Bundesliga,2025,2025-08-23 13:30:00+00:00,FT,Match Finished,160,SC Freiburg,170,FC Augsburg,1.0,3.0,A,soccer_germany_bundesliga,freiburg,augsburg
1388309,78,Bundesliga,2025,2025-08-23 13:30:00+00:00,FT,Match Finished,168,Bayer Leverkusen,167,1899 Hoffenheim,1.0,2.0,A,soccer_germany_bundesliga,bayer leverkusen,1899 hoffenheim
1388311,78,Bundesliga,2025,2025-08-23 13:30:00+00:00,FT,Match Finished,169,Eintracht Frankfurt,162,Werder Bremen,4.0,1.0,H,soccer_germany_bundesliga,eintracht frankfurt,werder bremen
1388313,78,Bundesliga,2025,2025-08-23 13:30:00+00:00,FT,Match Finished,180,1. FC Heidenheim,161,VfL Wolfsburg,1.0,3.0,A,soccer_germany_bundesliga,1 heidenheim,vfl wolfsburg
1388316,78,Bundesliga,2025,2025-08-23 13:30:00+00:00,FT,Match Finished,182,Union Berlin,172,VfB Stuttgart,2.0,1.0,H,soccer_germany_bundesliga,union berlin,vfb stuttgart
1388315,78,Bundesliga,2025,2025-08-23 16:30:00+00:00,FT,Match Finished,186,FC St. Pauli,165,Borussia Dortmund,3.0,3.0,D,soccer_germany_bundesliga,st pauli,borussia dortmund
1388314,78,Bundesliga,2025,2025-08-24 13:30:00+00:00,FT,Match Finished,164,FSV Mainz 05,192,1.FC Köln,0.0,1.0,A,soccer_germany_bundesliga,fsv mainz 05,1 köln
1388310,78,Bundesliga,2025,2025-08-24 15:30:00+00:00,FT,Match Finished,163,Borussia Mönchengladbach,175,Hamburger SV,0.0,0.0,D,soccer_germany_bundesliga,borussia mönchengladbach,hamburger sv
1388320,78,Bundesliga,2025,2025-08-29 18:30:00+00:00,FT,Match Finished,175,Hamburger SV,186,FC St. Pauli,0.0,2.0,A,soccer_germany_bundesliga,hamburger sv,st pauli
1388324,78,Bundesliga,2025,2025-08-30 13:30:00+00:00,FT,Match Finished,162,Werder Bremen,168,Bayer Leverkusen,3.0,3.0,D,soccer_germany_bundesliga,werder bremen,bayer leverkusen
1388321,78,Bundesliga,2025,2025-08-30 13:30:00+00:00,FT,Match Finished,167,1899 Hoffenheim,169,Eintracht Frankfurt,1.0,3.0,A,soccer_germany_bundesliga,1899 hoffenheim,eintracht frankfurt
1388323,78,Bundesliga,2025,2025-08-30 13:30:00+00:00,FT,Match Finished,172,VfB Stuttgart,163,Borussia Mönchengladbach,1.0,0.0,H,soccer_germany_bundesliga,vfb stuttgart,borussia mönchengladbach
1388322,78,Bundesliga,2025,2025-08-30 13:30:00+00:00,FT,Match Finished,173,RB Leipzig,180,1. FC Heidenheim,2.0,0.0,H,soccer_germany_bundesliga,rb leipzig,1 heidenheim
1388317,78,Bundesliga,2025,2025-08-30 16:30:00+00:00,FT,Match Finished,170,FC Augsburg,157,Bayern München,2.0,3.0,A,soccer_germany_bundesliga,augsburg,bayern münchen
1388325,78,Bundesliga,2025,2025-08-31 13:30:00+00:00,FT,Match Finished,161,VfL Wolfsburg,164,FSV Mainz 05,1.0,1.0,D,soccer_germany_bundesliga,vfl wolfsburg,fsv mainz 05
1388318,78,Bundesliga,2025,2025-08-31 15:30:00+00:00,FT,Match Finished,165,Borussia Dortmund,182,Union Berlin,3.0,0.0,H,soccer_germany_bundesliga,borussia dortmund,union berlin
1388319,78,Bundesliga,2025,2025-08-31 17:30:00+00:00,FT,Match Finished,192,1.FC Köln,160,SC Freiburg,4.0,1.0,H,soccer_germany_bundesliga,1 köln,freiburg
1388326,78,Bundesliga,2025,2025-09-12 18:30:00+00:00,FT,Match Finished,168,Bayer Leverkusen,169,Eintracht Frankfurt,3.0,1.0,H,soccer_germany_bundesliga,bayer leverkusen,eintracht frankfurt
1388329,78,Bundesliga,2025,2025-09-13 13:30:00+00:00,FT,Match Finished,160,SC Freiburg,172,VfB Stuttgart,3.0,1.0,H,soccer_germany_bundesliga,freiburg,vfb stuttgart
1388334,78,Bundesliga,2025,2025-09-13 13:30:00+00:00,FT,Match Finished,161,VfL Wolfsburg,192,1.FC Köln,3.0,3.0,D,soccer_germany_bundesliga,vfl wolfsburg,1 köln
1388331,78,Bundesliga,2025,2025-09-13 13:30:00+00:00,FT,Match Finished,164,FSV Mainz 05,173,RB Leipzig,0.0,1.0,A,soccer_germany_bundesliga,fsv mainz 05,rb leipzig
1388330,78,Bundesliga,2025,2025-09-13 13:30:00+00:00,FT,Match Finished,180,1. FC Heidenheim,165,Borussia Dortmund,0.0,2.0,A,soccer_germany_bundesliga,1 heidenheim,borussia dortmund
1388333,78,Bundesliga,2025,2025-09-13 13:30:00+00:00,FT,Match Finished,182,Union Berlin,167,1899 Hoffenheim,2.0,4.0,A,soccer_germany_bundesliga,union berlin,1899 hoffenheim
1388327,78,Bundesliga,2025,2025-09-13 16:30:00+00:00,FT,Match Finished,157,Bayern München,175,Hamburger SV,5.0,0.0,H,soccer_germany_bundesliga,bayern münchen,hamburger sv
1388332,78,Bundesliga,2025,2025-09-14 13:30:00+00:00,FT,Match Finished,186,FC St. Pauli,170,FC Augsburg,2.0,1.0,H,soccer_germany_bundesliga,st pauli,augsburg
1388328,78,Bundesliga,2025,2025-09-14 15:30:00+00:00,FT,Match Finished,163,Borussia Mönchengladbach,162,Werder Bremen,0.0,4.0,A,soccer_germany_bundesliga,borussia mönchengladbach,werder bremen
1388342,78,Bundesliga,2025,2025-09-19 18:30:00+00:00,FT,Match Finished,172,VfB Stuttgart,186,FC St. Pauli,2.0,0.0,H,soccer_germany_bundesliga,vfb stuttgart,st pauli
1388343,78,Bundesliga,2025,2025-09-20 13:30:00+00:00,FT,Match Finished,162,Werder Bremen,160,SC Freiburg,0.0,3.0,A,soccer_germany_bundesliga,werder bremen,freiburg
1388340,78,Bundesliga,2025,2025-09-20 13:30:00+00:00,FT,Match Finished,167,1899 Hoffenheim,157,Bayern München,1.0,4.0,A,soccer_germany_bundesliga,1899 hoffenheim,bayern münchen
1388335,78,Bundesliga,2025,2025-09-20 13:30:00+00:00,FT,Match Finished,170,FC Augsburg,164,FSV Mainz 05,1.0,4.0,A,soccer_germany_bundesliga,augsburg,fsv mainz 05
1388339,78,Bundesliga,2025,2025-09-20 13:30:00+00:00,FT,Match Finished,175,Hamburger SV,180,1. FC Heidenheim,2.0,1.0,H,soccer_germany_bundesliga,hamburger sv,1 heidenheim
1388341,78,Bundesliga,2025,2025-09-20 16:30:00+00:00,FT,Match Finished,173,RB Leipzig,192,1.FC Köln,3.0,1.0,H,soccer_germany_bundesliga,rb leipzig,1 köln
1388338,78,Bundesliga,2025,2025-09-21 13:30:00+00:00,FT,Match Finished,169,Eintracht Frankfurt,182,Union Berlin,3.0,4.0,A,soccer_germany_bundesliga,eintracht frankfurt,union berlin
1388336,78,Bundesliga,2025,2025-09-21 15:30:00+00:00,FT,Match Finished,168,Bayer Leverkusen,163,Borussia Mönchengladbach,1.0,1.0,D,soccer_germany_bundesliga,bayer leverkusen,borussia mönchengladbach
1388337,78,Bundesliga,2025,2025-09-21 17:30:00+00:00,FT,Match Finished,165,Borussia Dortmund,161,VfL Wolfsburg,1.0,0.0,H,soccer_germany_bundesliga,borussia dortmund,vfl wolfsburg
1388344,78,Bundesliga,2025,2025-09-26 18:30:00+00:00,FT,Match Finished,157,Bayern München,162,Werder Bremen,4.0,0.0,H,soccer_germany_bundesliga,bayern münchen,werder bremen
1388352,78,Bundesliga,2025,2025-09-27 13:30:00+00:00,FT,Match Finished,161,VfL Wolfsburg,173,RB Leipzig,0.0,1.0,A,soccer_germany_bundesliga,vfl wolfsburg,rb leipzig
1388349,78,Bundesliga,2025,2025-09-27 13:30:00+00:00,FT,Match Finished,164,FSV Mainz 05,165,Borussia Dortmund,0.0,2.0,A,soccer_germany_bundesliga,fsv mainz 05,borussia dortmund
1388348,78,Bundesliga,2025,2025-09-27 13:30:00+00:00,FT,Match Finished,180,1. FC Heidenheim,170,FC Augsburg,2.0,1.0,H,soccer_germany_bundesliga,1 heidenheim,augsburg
1388350,78,Bundesliga,2025,2025-09-27 13:30:00+00:00,FT,Match Finished,186,FC St. Pauli,168,Bayer Leverkusen,1.0,2.0,A,soccer_germany_bundesliga,st pauli,bayer leverkusen
1388345,78,Bundesliga,2025,2025-09-27 16:30:00+00:00,FT,Match Finished,163,Borussia Mönchengladbach,169,Eintracht Frankfurt,4.0,6.0,A,soccer_germany_bundesliga,borussia mönchengladbach,eintracht frankfurt
1388347,78,Bundesliga,2025,2025-09-28 13:30:00+00:00,FT,Match Finished,160,SC Freiburg,167,1899 Hoffenheim,1.0,1.0,D,soccer_germany_bundesliga,freiburg,1899 hoffenheim
1388346,78,Bundesliga,2025,2025-09-28 15:30:00+00:00,FT,Match Finished,192,1.FC Köln,172,VfB Stuttgart,1.0,2.0,A,soccer_germany_bundesliga,1 köln,vfb stuttgart
1388351,78,Bundesliga,2025,2025-09-28 17:30:00+00:00,FT,Match Finished,182,Union Berlin,175,Hamburger SV,0.0,0.0,D,soccer_germany_bundesliga,union berlin,hamburger sv
1388359,78,Bundesliga,2025,2025-10-03 18:30:00+00:00,FT,Match Finished,167,1899 Hoffenheim,192,1.FC Köln,0.0,1.0,A,soccer_germany_bundesliga,1899 hoffenheim,1 köln
1388361,78,Bundesliga,2025,2025-10-04 13:30:00+00:00,FT,Match Finished,162,Werder Bremen,186,FC St. Pauli,1.0,0.0,H,soccer_germany_bundesliga,werder bremen,st pauli
1388356,78,Bundesliga,2025,2025-10-04 13:30:00+00:00,FT,Match Finished,165,Borussia Dortmund,173,RB Leipzig,1.0,1.0,D,soccer_germany_bundesliga,borussia dortmund,rb leipzig
1388354,78,Bundesliga,2025,2025-10-04 13:30:00+00:00,FT,Match Finished,168,Bayer Leverkusen,182,Union Berlin,2.0,0.0,H,soccer_germany_bundesliga,bayer leverkusen,union berlin
1388353,78,Bundesliga,2025,2025-10-04 13:30:00+00:00,FT,Match Finished,170,FC Augsburg,161,VfL Wolfsburg,3.0,1.0,H,soccer_germany_bundesliga,augsburg,vfl wolfsburg
1388357,78,Bundesliga,2025,2025-10-04 16:30:00+00:00,FT,Match Finished,169,Eintracht Frankfurt,157,Bayern München,0.0,3.0,A,soccer_germany_bundesliga,eintracht frankfurt,bayern münchen
1388360,78,Bundesliga,2025,2025-10-05 13:30:00+00:00,FT,Match Finished,172,VfB Stuttgart,180,1. FC Heidenheim,1.0,0.0,H,soccer_germany_bundesliga,vfb stuttgart,1 heidenheim
1388358,78,Bundesliga,2025,2025-10-05 15:30:00+00:00,FT,Match Finished,175,Hamburger SV,164,FSV Mainz 05,4.0,0.0,H,soccer_germany_bundesliga,hamburger sv,fsv mainz 05
1388355,78,Bundesliga,2025,2025-10-05 17:30:00+00:00,FT,Match Finished,163,Borussia Mönchengladbach,160,SC Freiburg,0.0,0.0,D,soccer_germany_bundesliga,borussia mönchengladbach,freiburg
1388369,78,Bundesliga,2025,2025-10-17 18:30:00+00:00,FT,Match Finished,182,Union Berlin,163,Borussia Mönchengladbach,3.0,1.0,H,soccer_germany_bundesliga,union berlin,borussia mönchengladbach
1388370,78,Bundesliga,2025,2025-10-18 13:30:00+00:00,NS,Not Started,161,VfL Wolfsburg,172,VfB Stuttgart,,,,soccer_germany_bundesliga,vfl wolfsburg,vfb stuttgart
1388366,78,Bundesliga,2025,2025-10-18 13:30:00+00:00,NS,Not Started,164,FSV Mainz 05,168,Bayer Leverkusen,,,,soccer_germany_bundesliga,fsv mainz 05,bayer leverkusen
1388367,78,Bundesliga,2025,2025-10-18 13:30:00+00:00,NS,Not Started,173,RB Leipzig,175,Hamburger SV,,,,soccer_germany_bundesliga,rb leipzig,hamburger sv
1388365,78,Bundesliga,2025,2025-10-18 13:30:00+00:00,NS,Not Started,180,1. FC Heidenheim,162,Werder Bremen,,,,soccer_germany_bundesliga,1 heidenheim,werder bremen
1388363,78,Bundesliga,2025,2025-10-18 13:30:00+00:00,NS,Not Started,192,1.FC Köln,170,FC Augsburg,,,,soccer_germany_bundesliga,1 köln,augsburg
1388362,78,Bundesliga,2025,2025-10-18 16:30:00+00:00,NS,Not Started,157,Bayern München,165,Borussia Dortmund,,,,soccer_germany_bundesliga,bayern münchen,borussia dortmund
1388364,78,Bundesliga,2025,2025-10-19 13:30:00+00:00,NS,Not Started,160,SC Freiburg,169,Eintracht Frankfurt,,,,soccer_germany_bundesliga,freiburg,eintracht frankfurt
1388368,78,Bundesliga,2025,2025-10-19 15:30:00+00:00,NS,Not Started,186,FC St. Pauli,167,1899 Hoffenheim,,,,soccer_germany_bundesliga,st pauli,1899 hoffenheim
1388379,78,Bundesliga,2025,2025-10-24 18:30:00+00:00,NS,Not Started,162,Werder Bremen,182,Union Berlin,,,,soccer_germany_bundesliga,werder bremen,union berlin
1388373,78,Bundesliga,2025,2025-10-25 13:30:00+00:00,NS,Not Started,163,Borussia Mönchengladbach,157,Bayern München,,,,soccer_germany_bundesliga,borussia mönchengladbach,bayern münchen
1388377,78,Bundesliga,2025,2025-10-25 13:30:00+00:00,NS,Not Started,167,1899 Hoffenheim,180,1. FC Heidenheim,,,,soccer_germany_bundesliga,1899 hoffenheim,1 heidenheim
1388375,78,Bundesliga,2025,2025-10-25 13:30:00+00:00,NS,Not Started,169,Eintracht Frankfurt,186,FC St. Pauli,,,,soccer_germany_bundesliga,eintracht frankfurt,st pauli
1388371,78,Bundesliga,2025,2025-10-25 13:30:00+00:00,NS,Not Started,170,FC Augsburg,173,RB Leipzig,,,,soccer_germany_bundesliga,augsburg,rb leipzig
1388376,78,Bundesliga,2025,2025-10-25 13:30:00+00:00,NS,Not Started,175,Hamburger SV,161,VfL Wolfsburg,,,,soccer_germany_bundesliga,hamburger sv,vfl wolfsburg
1388374,78,Bundesliga,2025,2025-10-25 16:30:00+00:00,NS,Not Started,165,Borussia Dortmund,192,1.FC Köln,,,,soccer_germany_bundesliga,borussia dortmund,1 köln
1388372,78,Bundesliga,2025,2025-10-26 14:30:00+00:00,NS,Not Started,168,Bayer Leverkusen,160,SC Freiburg,,,,soccer_germany_bundesliga,bayer leverkusen,freiburg
1388378,78,Bundesliga,2025,2025-10-26 16:30:00+00:00,NS,Not Started,172,VfB Stuttgart,164,FSV Mainz 05,,,,soccer_germany_bundesliga,vfb stuttgart,fsv mainz 05
1388380,78,Bundesliga,2025,2025-10-31 19:30:00+00:00,NS,Not Started,170,FC Augsburg,165,Borussia Dortmund,,,,soccer_germany_bundesliga,augsburg,borussia dortmund
1388384,78,Bundesliga,2025,2025-11-01 14:30:00+00:00,NS,Not Started,164,FSV Mainz 05,162,Werder Bremen,,,,soccer_germany_bundesliga,fsv mainz 05,werder bremen
1388385,78,Bundesliga,2025,2025-11-01 14:30:00+00:00,NS,Not Started,173,RB Leipzig,172,VfB Stuttgart,,,,soccer_germany_bundesliga,rb leipzig,vfb stuttgart
1388383,78,Bundesliga,2025,2025-11-01 14:30:00+00:00,NS,Not Started,180,1. FC Heidenheim,169,Eintracht Frankfurt,,,,soccer_germany_bundesliga,1 heidenheim,eintracht frankfurt
1388387,78,Bundesliga,2025,2025-11-01 14:30:00+00:00,NS,Not Started,182,Union Berlin,160,SC Freiburg,,,,soccer_germany_bundesliga,union berlin,freiburg
1388386,78,Bundesliga,2025,2025-11-01 14:30:00+00:00,NS,Not Started,186,FC St. Pauli,163,Borussia Mönchengladbach,,,,soccer_germany_bundesliga,st pauli,borussia mönchengladbach
1388381,78,Bundesliga,2025,2025-11-01 17:30:00+00:00,NS,Not Started,157,Bayern München,168,Bayer Leverkusen,,,,soccer_germany_bundesliga,bayern münchen,bayer leverkusen
1388382,78,Bundesliga,2025,2025-11-02 14:30:00+00:00,NS,Not Started,192,1.FC Köln,175,Hamburger SV,,,,soccer_germany_bundesliga,1 köln,hamburger sv
1388388,78,Bundesliga,2025,2025-11-02 16:30:00+00:00,NS,Not Started,161,VfL Wolfsburg,167,1899 Hoffenheim,,,,soccer_germany_bundesliga,vfl wolfsburg,1899 hoffenheim
1388397,78,Bundesliga,2025,2025-11-07 19:30:00+00:00,NS,Not Started,162,Werder Bremen,161,VfL Wolfsburg,,,,soccer_germany_bundesliga,werder bremen,vfl wolfsburg
1388394,78,Bundesliga,2025,2025-11-08 14:30:00+00:00,NS,Not Started,167,1899 Hoffenheim,173,RB Leipzig,,,,soccer_germany_bundesliga,1899 hoffenheim,rb leipzig
1388389,78,Bundesliga,2025,2025-11-08 14:30:00+00:00,NS,Not Started,168,Bayer Leverkusen,180,1. FC Heidenheim,,,,soccer_germany_bundesliga,bayer leverkusen,1 heidenheim
1388393,78,Bundesliga,2025,2025-11-08 14:30:00+00:00,NS,Not Started,175,Hamburger SV,165,Borussia Dortmund,,,,soccer_germany_bundesliga,hamburger sv,borussia dortmund
1388396,78,Bundesliga,2025,2025-11-08 14:30:00+00:00,NS,Not Started,182,Union Berlin,157,Bayern München,,,,soccer_germany_bundesliga,union berlin,bayern münchen
1388390,78,Bundesliga,2025,2025-11-08 17:30:00+00:00,NS,Not Started,163,Borussia Mönchengladbach,192,1.FC Köln,,,,soccer_germany_bundesliga,borussia mönchengladbach,1 köln
1388392,78,Bundesliga,2025,2025-11-09 14:30:00+00:00,NS,Not Started,160,SC Freiburg,186,FC St. Pauli,,,,soccer_germany_bundesliga,freiburg,st pauli
1388395,78,Bundesliga,2025,2025-11-09 16:30:00+00:00,NS,Not Started,172,VfB Stuttgart,170,FC Augsburg,,,,soccer_germany_bundesliga,vfb stuttgart,augsburg
1388391,78,Bundesliga,2025,2025-11-09 18:30:00+00:00,NS,Not Started,169,Eintracht Frankfurt,164,FSV Mainz 05,,,,soccer_germany_bundesliga,eintracht frankfurt,fsv mainz 05
1388403,78,Bundesliga,2025,2025-11-21 19:30:00+00:00,NS,Not Started,164,FSV Mainz 05,167,1899 Hoffenheim,,,,soccer_germany_bundesliga,fsv mainz 05,1899 hoffenheim
1388399,78,Bundesliga,2025,2025-11-22 14:30:00+00:00,NS,Not Started,157,Bayern München,160,SC Freiburg,,,,soccer_germany_bundesliga,bayern münchen,freiburg
1388406,78,Bundesliga,2025,2025-11-22 14:30:00+00:00,NS,Not Started,161,VfL Wolfsburg,168,Bayer Leverkusen,,,,soccer_germany_bundesliga,vfl wolfsburg,bayer leverkusen
1388400,78,Bundesliga,2025,2025-11-22 14:30:00+00:00,NS,Not Started,165,Borussia Dortmund,172,VfB Stuttgart,,,,soccer_germany_bundesliga,borussia dortmund,vfb stuttgart
1388398,78,Bundesliga,2025,2025-11-22 14:30:00+00:00,NS,Not Started,170,FC Augsburg,175,Hamburger SV,,,,soccer_germany_bundesliga,augsburg,hamburger sv
1388402,78,Bundesliga,2025,2025-11-22 14:30:00+00:00,NS,Not Started,180,1. FC Heidenheim,163,Borussia Mönchengladbach,,,,soccer_germany_bundesliga,1 heidenheim,borussia mönchengladbach
1388401,78,Bundesliga,2025,2025-11-22 17:30:00+00:00,NS,Not Started,192,1.FC Köln,169,Eintracht Frankfurt,,,,soccer_germany_bundesliga,1 köln,eintracht frankfurt
1388404,78,Bundesliga,2025,2025-11-23 14:30:00+00:00,NS,Not Started,173,RB Leipzig,162,Werder Bremen,,,,soccer_germany_bundesliga,rb leipzig,werder bremen
1388405,78,Bundesliga,2025,2025-11-23 16:30:00+00:00,NS,Not Started,186,FC St. Pauli,182,Union Berlin,,,,soccer_germany_bundesliga,st pauli,union berlin
1388409,78,Bundesliga,2025,2025-11-28 19:30:00+00:00,NS,Not Started,163,Borussia Mönchengladbach,173,RB Leipzig,,,,soccer_germany_bundesliga,borussia mönchengladbach,rb leipzig
1388408,78,Bundesliga,2025,2025-11-29 14:30:00+00:00,NS,Not Started,157,Bayern München,186,FC St. Pauli,,,,soccer_germany_bundesliga,bayern münchen,st pauli
1388415,78,Bundesliga,2025,2025-11-29 14:30:00+00:00,NS,Not Started,162,Werder Bremen,192,1.FC Köln,,,,soccer_germany_bundesliga,werder bremen,1 köln
1388413,78,Bundesliga,2025,2025-11-29 14:30:00+00:00,NS,Not Started,167,1899 Hoffenheim,170,FC Augsburg,,,,soccer_germany_bundesliga,1899 hoffenheim,augsburg
1388414,78,Bundesliga,2025,2025-11-29 14:30:00+00:00,NS,Not Started,182,Union Berlin,180,1. FC Heidenheim,,,,soccer_germany_bundesliga,union berlin,1 heidenheim
1388407,78,Bundesliga,2025,2025-11-29 17:30:00+00:00,NS,Not Started,168,Bayer Leverkusen,165,Borussia Dortmund,,,,soccer_germany_bundesliga,bayer leverkusen,borussia dortmund
1388412,78,Bundesliga,2025,2025-11-30 14:30:00+00:00,NS,Not Started,175,Hamburger SV,172,VfB Stuttgart,,,,soccer_germany_bundesliga,hamburger sv,vfb stuttgart
1388410,78,Bundesliga,2025,2025-11-30 16:30:00+00:00,NS,Not Started,169,Eintracht Frankfurt,161,VfL Wolfsburg,,,,soccer_germany_bundesliga,eintracht frankfurt,vfl wolfsburg
1388411,78,Bundesliga,2025,2025-11-30 18:30:00+00:00,NS,Not Started,160,SC Freiburg,164,FSV Mainz 05,,,,soccer_germany_bundesliga,freiburg,fsv mainz 05
